kepoi_name,exoplanet_archive_disposition,disposition_using_kepler_data,status,planet_like_prob,planet_like_label,kepid_x,kepler_name_x,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,kepid_y,kepler_name_y,koi_disposition,koi_pdisposition
K03664.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.5685592,1,4678875,,0.0,0,1,0,0,1.87887673,9.9e-08,-9.9e-08,133.0741983,4.35e-05,-4.35e-05,0.441,0.003,-0.004,6.60887,0.00488,-0.00488,824390.0,363.0,-363.0,148.25,43.94,-23.64,1846.0,,,2750.37,2329.71,-1029.17,3176.9,1.0,q1_q17_dr25_tce,6569.0,157.0,-196.0,4.281,0.128,-0.176,1.235,0.366,-0.197,297.42035,39.775108,13.244,4678875,,FALSE POSITIVE,FALSE POSITIVE
K03665.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.008393742,0,7812175,,0.0,0,1,0,0,17.79391159,1.406e-05,-1.406e-05,134.035628,0.000886,-0.000886,0.692,0.013,-0.011,4.3194,0.0219,-0.0219,93395.0,744.0,-744.0,33.3,0.0,0.0,697.0,,,55.88,0.0,0.0,247.0,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,288.02426,43.545841,16.328,7812175,,FALSE POSITIVE,FALSE POSITIVE
K03666.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0028344605,0,7708193,,0.0,0,1,1,0,7.942583252,3.963e-06,-3.963e-06,134.817062,0.000563,-0.000563,1.522,0.242,-0.155,7.0612,0.0223,-0.0223,88327.0,146.0,-146.0,219.02,92.52,-138.7,1285.0,,,644.35,890.73,-569.09,855.4,1.0,q1_q17_dr25_tce,5516.0,230.0,-192.0,3.765,0.772,-0.257,2.178,0.92,-1.379,298.99731,43.398861,15.994,7708193,,FALSE POSITIVE,FALSE POSITIVE
K03738.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0993794,0,5478083,,0.0,0,0,1,0,15.85231085,1.61e-05,-1.61e-05,142.52451,0.00114,-0.00114,6.286,25.85,-0.359,4.8707,0.0248,-0.0248,437860.0,1732.0,-1732.0,679.44,0.0,0.0,725.0,,,65.17,0.0,0.0,252.4,1.0,q1_q17_dr25_tce,5780.0,,,4.438,,,1.0,,,299.01227,40.660034,17.518,5478083,,FALSE POSITIVE,FALSE POSITIVE
K03739.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.27624372,0,10857342,,0.0,0,1,0,0,2.415925551,1.426e-06,-1.426e-06,133.610004,0.000145,-0.000145,0.511,0.011,-0.014,9.7769,0.015,-0.015,560970.0,488.0,-488.0,300.82,80.48,-161.1,3329.0,,,29070.1,22991.7,-23811.01,1598.3,1.0,q1_q17_dr25_tce,8796.0,242.0,-380.0,3.711,0.519,-0.122,3.278,0.877,-1.755,290.01151,48.244202,14.467,10857342,,FALSE POSITIVE,FALSE POSITIVE
K03740.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.12433832,0,5215700,,0.0,0,1,0,0,0.656201038,4.4e-08,-4.4e-08,132.0994299,5.96e-05,-5.96e-05,1.439,0.052,-0.05,4.17901,0.00762,-0.00762,174860.0,131.0,-131.0,112.77,35.89,-11.97,2157.0,,,5094.25,4930.11,-1615.38,2065.8,1.0,q1_q17_dr25_tce,6025.0,190.0,-232.0,4.472,0.052,-0.208,0.999,0.318,-0.106,298.5304,40.39846,15.168,5215700,,FALSE POSITIVE,FALSE POSITIVE
K03741.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00082110486,0,8780959,,0.0,0,1,1,1,2.617280959,2.778e-06,-2.778e-06,132.391963,0.000871,-0.000871,3.651,0.703,-0.063,9.661,0.0432,-0.0432,3089.9,13.9,-13.9,395.94,112.5,-92.14,1689.0,,,1918.98,1560.99,-932.24,262.4,1.0,q1_q17_dr25_tce,6432.0,155.0,-214.0,4.207,0.19,-0.171,1.345,0.382,-0.313,300.33237,44.986141,13.306,8780959,,FALSE POSITIVE,FALSE POSITIVE
K03741.02,CANDIDATE,CANDIDATE,CANDIDATE,0.9916664,1,8780959,,0.0,0,0,0,0,18.577903,0.003233,-0.003233,142.171,0.136,-0.136,0.105,0.352,-0.105,20.11,4.1,-4.1,99.8,17.1,-17.1,1.36,0.38,-0.32,879.0,,,140.97,114.68,-68.48,6.6,4.0,q1_q17_dr25_tce,6432.0,155.0,-214.0,4.207,0.19,-0.171,1.345,0.382,-0.313,300.33237,44.986141,13.306,8780959,,CANDIDATE,CANDIDATE
K03742.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.35077286,0,5565486,,0.0,0,1,0,0,1.412524016,1.83e-07,-1.83e-07,131.704429,0.000117,-0.000117,0.846,0.046,-0.037,5.74859,0.00587,-0.00587,175780.0,149.0,-149.0,68.92,20.19,-8.63,1978.0,,,3627.17,3136.17,-1284.87,1475.4,1.0,q1_q17_dr25_tce,6690.0,185.0,-278.0,4.375,0.062,-0.175,1.174,0.344,-0.147,299.37808,40.757359,14.964,5565486,,FALSE POSITIVE,FALSE POSITIVE
K01776.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00019041187,0,8453214,,0.0,0,1,1,1,5.77676732,1.583e-05,-1.583e-05,131.5416,0.00256,-0.00256,1.273,9.941,-0.212,6.822,0.105,-0.105,5794.8,86.9,-86.9,26.2,1.87,-2.56,670.0,,,47.55,15.07,-14.48,74.1,1.0,q1_q17_dr25_tce,4401.0,154.0,-170.0,4.621,0.053,-0.025,0.645,0.046,-0.063,298.80362,44.4174,15.466,8453214,,FALSE POSITIVE,FALSE POSITIVE
K01792.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.99950993,1,8552719,Kepler-953 b,0.927,0,0,0,0,88.40678718,8.035e-05,-8.035e-05,176.274619,0.000709,-0.000709,0.535,0.056,-0.198,12.3079,0.0782,-0.0782,1724.4,5.5,-5.5,4.55,0.73,-0.45,410.0,,,6.65,2.97,-1.67,328.0,1.0,q1_q17_dr25_tce,5611.0,100.0,-112.0,4.388,0.08,-0.12,1.073,0.173,-0.106,288.97165,44.624531,12.16,8552719,Kepler-953 b,CONFIRMED,CANDIDATE
K02027.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.047774337,0,8556077,,0.0,0,0,1,0,3.635723653,6.984e-06,-6.984e-06,134.6084,0.00161,-0.00161,0.677,0.229,-0.447,2.1862,0.0505,-0.0505,80.0,2.2,-2.2,1.23,0.21,-0.17,1478.0,,,1126.72,482.11,-326.51,43.1,1.0,q1_q17_dr25_tce,6422.0,77.0,-77.0,4.249,0.126,-0.115,1.295,0.216,-0.177,290.33813,44.60387,11.826,8556077,,FALSE POSITIVE,FALSE POSITIVE
K07848.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.07170751,0,7757698,,0.207,1,0,0,0,369.181947,0.006711,-0.006711,399.5169,0.0154,-0.0154,0.021,0.428,-0.021,3.239,0.352,-0.352,913.0,112.0,-112.0,2.6,0.77,-0.24,245.0,,,0.85,0.73,-0.23,9.9,1.0,q1_q17_dr25_tce,5959.0,160.0,-178.0,4.546,0.036,-0.204,0.859,0.252,-0.079,293.43799,43.476501,14.433,7757698,,FALSE POSITIVE,FALSE POSITIVE
K01859.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0007868775,0,8625821,,0.0,0,1,1,0,45.3968385,0.0001629,-0.0001629,136.93885,0.00302,-0.00302,1.235,67.64,-0.205,4.477,0.161,-0.161,1355.2,42.2,-42.2,21.23,3.71,-1.32,437.0,,,8.62,4.75,-1.83,38.9,1.0,q1_q17_dr25_tce,5649.0,169.0,-152.0,4.633,0.03,-0.112,0.705,0.123,-0.044,292.17706,44.786598,15.024,8625821,,FALSE POSITIVE,FALSE POSITIVE
K01953.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.33564776,0,8652999,,0.0,0,0,1,0,15.160166,0.0001122,-0.0001122,136.55982,0.00596,-0.00596,0.228,0.237,-0.228,5.856,0.166,-0.166,307.9,13.8,-13.8,2.09,0.63,-0.42,821.0,,,107.59,94.29,-47.23,26.1,1.0,q1_q17_dr25_tce,5940.0,158.0,-193.0,4.3,0.158,-0.193,1.191,0.357,-0.238,300.39197,44.780041,13.59,8652999,,FALSE POSITIVE,FALSE POSITIVE
K02088.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0003758162,0,12164770,,0.0,0,0,1,1,2.63009438,1.249e-05,-1.249e-05,132.22517,0.00437,-0.00437,1.195,0.446,-0.105,11.226,0.23,-0.23,388.9,6.8,-6.8,25.55,8.26,-2.77,1480.0,,,1135.97,1053.25,-346.37,69.4,1.0,q1_q17_dr25_tce,6338.0,153.0,-210.0,4.418,0.067,-0.216,1.091,0.353,-0.118,294.39557,50.719589,14.651,12164770,,FALSE POSITIVE,FALSE POSITIVE
K02089.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.016970221,0,9541322,,0.0,0,0,1,0,9.40527028,2.8e-05,-2.8e-05,134.55181,0.00277,-0.00277,1.212,72.8,-2.442,2.076,0.139,-0.139,470.9,27.9,-27.9,25.39,8.13,-2.7,938.0,,,182.72,171.3,-54.95,20.7,1.0,q1_q17_dr25_tce,6347.0,170.0,-207.0,4.464,0.054,-0.216,0.996,0.319,-0.106,297.33582,46.15099,14.685,9541322,,FALSE POSITIVE,FALSE POSITIVE
K02112.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.034253012,0,10470616,,0.0,0,0,1,0,4.15713766,3.544e-05,-3.544e-05,132.21689,0.00687,-0.00687,0.121,0.338,-0.121,1.808,0.211,-0.211,77.0,10.3,-10.3,1.17,0.41,-0.17,1401.0,,,908.82,931.37,-343.82,9.2,1.0,q1_q17_dr25_tce,6470.0,177.0,-243.0,4.301,0.09,-0.21,1.324,0.461,-0.197,291.96689,47.698456,12.28,10470616,,FALSE POSITIVE,FALSE POSITIVE
K02118.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.027997969,0,10362031,,0.015,0,0,1,0,3.2136904,1.473e-05,-1.473e-05,132.98252,0.003,-0.003,0.57,0.059,-0.447,2.205,0.123,-0.123,55.8,3.5,-3.5,1.22,0.36,-0.32,1591.0,,,1515.7,1334.19,-816.37,19.2,1.0,q1_q17_dr25_tce,6184.0,190.0,-253.0,4.151,0.22,-0.18,1.579,0.459,-0.413,299.26431,47.491791,12.618,10362031,,FALSE POSITIVE,FALSE POSITIVE
K02127.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.011255137,0,6373680,,0.0,0,0,1,0,2.87066026,1.503e-05,-1.503e-05,133.66393,0.0044,-0.0044,0.286,0.164,-0.286,1.541,0.128,-0.128,450.8,41.3,-41.3,1.72,0.44,-0.15,1196.0,,,484.17,368.99,-126.55,13.2,1.0,q1_q17_dr25_tce,5910.0,159.0,-177.0,4.578,0.044,-0.187,0.796,0.206,-0.069,294.74448,41.749962,15.413,6373680,,FALSE POSITIVE,FALSE POSITIVE
K01312.02,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.9661207,1,10963242,,,0,0,0,0,31.24611088,,,138.4604477,,,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,284.91049,48.431641,14.706,10963242,,FALSE POSITIVE,FALSE POSITIVE
K01408.02,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.9636686,1,9150827,,,0,0,0,0,82.37208458,,,208.4205685,,,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,290.29456,45.56461,14.688,9150827,,FALSE POSITIVE,FALSE POSITIVE
K03964.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.06822012,0,9957351,,0.0,1,0,0,0,0.991105114,7.06e-07,-7.06e-07,131.893383,0.000751,-0.000751,0.623,0.07,-0.062,2.2137,0.0137,-0.0137,286390.0,1535.0,-1535.0,36.87,2.93,-2.62,1257.0,,,589.31,201.47,-149.77,273.8,1.0,q1_q17_dr25_tce,4769.0,171.0,-171.0,4.673,0.052,-0.032,0.578,0.046,-0.041,294.3541,46.840851,16.948,9957351,,FALSE POSITIVE,FALSE POSITIVE
K03965.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00087703945,0,5385575,,0.0,1,0,1,1,12.425580393,,,141.5382062,,,1.222,,,57.2012,,,1131.0,,,21.34,0.89,-1.52,563.0,,,23.83,5.28,-5.64,58.8,1.0,q1_q17_dr25_tce,4594.0,138.0,-138.0,4.58,0.042,-0.028,0.743,0.031,-0.053,297.61902,40.568062,14.652,5385575,,FALSE POSITIVE,FALSE POSITIVE
K03966.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9987264,1,3732035,Kepler-1535 b,0.994,0,0,0,0,138.944022,0.001311,-0.001311,153.90645,0.00663,-0.00663,0.195,0.245,-0.195,10.611,0.192,-0.192,530.2,21.7,-21.7,2.57,0.41,-0.28,384.0,,,5.13,2.29,-1.4,28.0,1.0,q1_q17_dr25_tce,6014.0,108.0,-133.0,4.362,0.084,-0.116,1.115,0.18,-0.12,286.61371,38.891972,14.208,3732035,Kepler-1535 b,CONFIRMED,CANDIDATE
K03967.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00042118144,0,5385697,,0.0,1,0,1,1,12.4260454,0.0001767,-0.0001767,141.5025,0.0133,-0.0133,0.967,0.033,-0.049,27.7691,0.0,0.0,582.1,8.8,-8.8,2.64,0.67,-0.22,706.0,,,58.88,45.2,-15.17,55.7,1.0,q1_q17_dr25_tce,5645.0,169.0,-169.0,4.569,0.042,-0.168,0.817,0.207,-0.069,297.64737,40.536461,15.604,5385697,,FALSE POSITIVE,FALSE POSITIVE
K03967.02,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0003351283,0,5385697,,0.0,1,0,1,1,12.4260002,0.0002107,-0.0002107,133.9385,0.0145,-0.0145,0.971,0.052,-0.09,30.1966,0.0,0.0,468.6,7.4,-7.4,2.39,0.61,-0.2,706.0,,,58.88,45.2,-15.17,47.8,2.0,q1_q17_dr25_tce,5645.0,169.0,-169.0,4.569,0.042,-0.168,0.817,0.207,-0.069,297.64737,40.536461,15.604,5385697,,FALSE POSITIVE,FALSE POSITIVE
K03968.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.047075815,0,8823833,,0.0,0,1,0,1,1.50650136,4.679e-06,-4.679e-06,132.98952,0.00285,-0.00285,0.556,0.04,-0.455,3.1126,0.0843,-0.0843,66.9,1.9,-1.9,0.8,0.17,-0.14,1562.0,,,1403.44,909.44,-553.82,41.9,1.0,q1_q17_dr25_tce,5607.0,151.0,-151.0,4.381,0.176,-0.144,0.948,0.206,-0.169,293.7749,45.087639,12.903,8823833,,FALSE POSITIVE,FALSE POSITIVE
K01666.01,CANDIDATE,CANDIDATE,CANDIDATE,0.98487824,1,5008501,,0.045,0,0,0,0,0.968026356,1.011e-06,-1.011e-06,131.756162,0.000864,-0.000864,0.055,0.4,-0.055,0.7143,0.0365,-0.0365,212.7,8.9,-8.9,1.78,0.51,-0.18,2167.0,,,5205.91,4263.06,-1489.04,32.6,1.0,q1_q17_dr25_tce,6469.0,154.0,-193.0,4.385,0.06,-0.18,1.193,0.342,-0.122,291.01971,40.177589,14.479,5008501,,CANDIDATE,CANDIDATE
K01667.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.026203861,0,5015913,,0.0,0,1,0,0,1.179969562,2.57e-07,-2.57e-07,133.381942,0.000177,-0.000177,1.244,0.422,-0.104,1.9745,0.0107,-0.0107,1109.3,4.9,-4.9,120.02,28.78,-43.16,2960.0,,,18136.88,11462.94,-11137.21,277.9,1.0,q1_q17_dr25_tce,5500.0,83.0,-83.0,3.491,0.254,-0.117,3.899,0.935,-1.402,293.20209,40.170921,12.989,5015913,,FALSE POSITIVE,FALSE POSITIVE
K01668.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00045091886,0,5103942,,0.0,0,1,0,0,10.10176739,2.387e-05,-2.387e-05,131.80667,0.00186,-0.00186,1.251,69.6,-1.538,2.1267,0.0981,-0.0981,601.7,25.3,-25.3,26.09,7.88,-2.47,829.0,,,111.86,99.21,-31.74,28.8,1.0,q1_q17_dr25_tce,6058.0,164.0,-201.0,4.54,0.037,-0.212,0.867,0.262,-0.082,293.1416,40.262299,14.694,5103942,,FALSE POSITIVE,FALSE POSITIVE
K01670.01,CANDIDATE,CANDIDATE,CANDIDATE,0.9982498,1,5184709,,0.384,0,0,0,0,10.57910009,3.362e-05,-3.362e-05,141.07251,0.00275,-0.00275,0.404,0.052,-0.404,1.4553,0.0936,-0.0936,329.3,22.5,-22.5,2.03,0.61,-0.26,929.0,,,175.79,155.88,-63.12,17.9,1.0,q1_q17_dr25_tce,6323.0,174.0,-261.0,4.418,0.062,-0.188,1.093,0.329,-0.141,291.12006,40.333988,14.572,5184709,,CANDIDATE,CANDIDATE
K01671.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9961991,1,5195172,Kepler-1763 b,0.979,0,0,0,0,1.480283464,6.172e-06,-6.172e-06,134.37254,0.00325,-0.00325,0.058,0.392,-0.058,2.486,0.108,-0.108,60.5,3.3,-3.3,0.97,0.16,-0.17,1822.0,,,2597.27,1166.42,-977.2,21.3,1.0,q1_q17_dr25_tce,5897.0,105.0,-117.0,4.25,0.156,-0.104,1.259,0.204,-0.224,294.11307,40.362968,13.522,5195172,Kepler-1763 b,CONFIRMED,CANDIDATE
K01782.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.004320924,0,8678664,,0.0,0,1,0,0,15.420409367,4.368e-06,-4.368e-06,133.516609,0.000233,-0.000233,0.955,0.174,-0.044,2.3707,0.0176,-0.0176,14759.0,71.9,-71.9,16.62,3.74,-1.6,661.0,,,45.03,31.02,-12.49,268.5,1.0,q1_q17_dr25_tce,5468.0,164.0,-164.0,4.505,0.053,-0.158,0.88,0.198,-0.085,287.2106,44.849129,15.596,8678664,,FALSE POSITIVE,FALSE POSITIVE
K01821.01,CONFIRMED,CANDIDATE,CONFIRMED_EXOPLANET,0.9996997,1,8832512,Kepler-963 b,1.0,0,0,0,0,9.97682072,3.432e-05,-3.432e-05,131.76825,0.00301,-0.00301,0.022,0.429,-0.022,3.4873,0.0931,-0.0931,966.8,35.1,-35.1,2.85,0.73,-0.46,802.0,,,97.85,76.43,-36.54,31.3,1.0,q1_q17_dr25_tce,5500.0,166.0,-166.0,4.416,0.124,-0.171,0.928,0.239,-0.147,296.75296,45.0411,14.943,8832512,Kepler-963 b,CONFIRMED,CANDIDATE
K01844.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.010639673,0,8892721,,0.0,0,0,1,1,61.4913415,0.0002858,-0.0002858,163.63194,0.00415,-0.00415,0.92,0.01,-0.009,9.627,0.213,-0.213,3692.4,86.2,-86.2,4.57,0.39,-0.36,323.0,,,2.58,0.93,-0.68,70.5,1.0,q1_q17_dr25_tce,4796.0,172.0,-172.0,4.656,0.054,-0.036,0.598,0.052,-0.047,294.35666,45.192959,15.943,8892721,,FALSE POSITIVE,FALSE POSITIVE
K07849.01,CANDIDATE,CANDIDATE,CANDIDATE,0.99834883,1,7778664,,0.921,0,0,0,0,5.0263815,0.0001505,-0.0001505,135.5595,0.0229,-0.0229,0.185,0.279,-0.185,4.384,0.682,-0.682,77.2,11.1,-11.1,0.84,0.23,-0.12,1065.0,,,305.12,241.26,-107.21,8.5,1.0,q1_q17_dr25_tce,5783.0,155.0,-172.0,4.418,0.12,-0.18,0.962,0.259,-0.139,299.14664,43.459831,14.877,7778664,,CANDIDATE,CANDIDATE
K01993.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00032832625,0,9042357,,0.0,0,1,1,0,16.00351679,6.69e-05,-6.69e-05,146.38812,0.00333,-0.00333,1.209,72.33,-0.458,4.001,0.166,-0.166,668.3,26.7,-26.7,18.01,2.09,-1.71,586.0,,,27.83,11.18,-7.63,29.9,1.0,q1_q17_dr25_tce,5283.0,157.0,-157.0,4.594,0.065,-0.058,0.695,0.081,-0.066,297.91864,45.347061,14.733,9042357,,FALSE POSITIVE,FALSE POSITIVE
K01865.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.008013984,0,9115681,,0.0,0,0,1,0,1.86390886,1.331e-05,-1.331e-05,132.19741,0.00592,-0.00592,1.2,2.239,-0.188,4.414,0.325,-0.325,176.1,11.3,-11.3,77.99,9.83,-29.48,2902.0,,,16718.87,6840.23,-11056.9,18.3,1.0,q1_q17_dr25_tce,6689.0,179.0,-219.0,3.594,0.336,-0.084,3.381,0.426,-1.278,299.87238,45.499592,13.027,9115681,,FALSE POSITIVE,FALSE POSITIVE
K02320.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.000381371,0,10481045,,0.0,0,0,1,1,2.03743942,1.732e-05,-1.732e-05,131.55893,0.0054,-0.0054,0.102,0.364,-0.102,3.103,0.245,-0.245,112.5,8.8,-8.8,0.82,0.2,-0.07,1299.0,,,673.94,481.19,-183.31,16.0,1.0,q1_q17_dr25_tce,5751.0,173.0,-173.0,4.577,0.05,-0.15,0.774,0.181,-0.072,295.841,47.681889,15.047,10481045,,FALSE POSITIVE,FALSE POSITIVE
K02322.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.9964708,1,8107034,,,0,0,0,0,332.74984,0.04413,-0.04413,386.9102,0.0483,-0.0483,0.1296,0.3117,-0.1296,14.77,2.6,-2.6,518.1,78.8,-78.8,2.55,1.3,-0.29,302.0,,,1.97,3.06,-0.64,8.7,,,6372.0,177.0,-244.0,4.375,0.079,-0.3,1.112,0.569,-0.126,295.03903,43.95454,15.487,8107034,,FALSE POSITIVE,FALSE POSITIVE
K02326.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.9545747,1,3962751,,,0,0,0,0,45.60304785,,,171.32001,,,,,,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,293.69742,39.036388,15.206,3962751,,FALSE POSITIVE,FALSE POSITIVE
K02330.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.01839295,0,8582291,,0.001,0,0,1,0,2.4681015,1.408e-05,-1.408e-05,132.07692,0.0049,-0.0049,0.689,0.241,-0.461,2.83,0.183,-0.183,172.8,9.7,-9.7,1.22,0.27,-0.15,1244.0,,,564.74,389.07,-178.09,22.1,1.0,q1_q17_dr25_tce,5516.0,166.0,-166.0,4.466,0.1,-0.15,0.872,0.196,-0.105,298.84979,44.615009,14.874,8582291,,FALSE POSITIVE,FALSE POSITIVE
K02334.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.9380732,1,5110683,,,0,0,0,0,12.53449909,,,134.95078,,,,,,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,294.90765,40.278831,15.725,5110683,,FALSE POSITIVE,FALSE POSITIVE
K02349.01,FALSE POSITIVE,FALSE POSITIVE,MODEL_POSITIVE,0.98279727,1,7967861,,,0,0,0,0,215.15218,0.03082,-0.03082,171.913,0.0502,-0.0502,0.2999,0.1486,-0.2998,19.97,2.4,-2.4,264.2,34.9,-34.9,1.36,0.52,-0.11,287.0,,,1.61,1.84,-0.38,6.7,,,5914.0,161.0,-162.0,4.563,0.03,-0.276,0.828,0.32,-0.063,294.53214,43.75441,15.075,7967861,,FALSE POSITIVE,FALSE POSITIVE
K02359.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.034801595,0,8179325,,0.0,0,0,1,0,3.17275711,2.365e-05,-2.365e-05,133.98944,0.00676,-0.00676,0.03,0.426,-0.03,5.404,0.193,-0.193,313.2,12.3,-12.3,1.27,0.17,-0.1,966.0,,,206.07,98.17,-52.11,30.1,1.0,q1_q17_dr25_tce,5058.0,184.0,-163.0,4.61,0.027,-0.082,0.739,0.097,-0.057,296.28696,44.022671,15.936,8179325,,FALSE POSITIVE,FALSE POSITIVE
K02158.02,CANDIDATE,CANDIDATE,CANDIDATE,0.9976859,1,5211199,,1.0,0,0,0,0,6.68231249,5.906e-05,-5.906e-05,132.18853,0.00638,-0.00638,0.892,0.005,-0.622,3.251,0.174,-0.174,48.7,4.4,-4.4,2.09,0.39,-0.72,1350.0,,,784.74,392.49,-468.44,12.3,2.0,q1_q17_dr25_tce,5343.0,85.0,-74.0,3.764,0.238,-0.102,2.506,0.468,-0.87,297.65143,40.352551,13.052,5211199,,CANDIDATE,CANDIDATE
K03969.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.001144148,0,5475494,,0.0,0,1,1,0,0.73619448,1.282e-06,-1.282e-06,132.08341,0.00145,-0.00145,0.689,0.064,-0.498,1.1148,0.0589,-0.0589,247.3,12.4,-12.4,1.84,0.5,-0.22,2268.0,,,6218.56,4985.68,-1977.91,27.2,1.0,q1_q17_dr25_tce,6355.0,172.0,-211.0,4.418,0.06,-0.18,1.09,0.297,-0.127,298.52603,40.612091,15.145,5475494,,FALSE POSITIVE,FALSE POSITIVE
K03970.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.0030211278,0,9412445,,0.0,0,0,1,1,10.18670759,9.76e-05,-9.76e-05,132.51843,0.00922,-0.00922,0.677,0.323,-0.413,7.498,0.523,-0.523,261.2,12.1,-12.1,0.95,0.03,-0.05,477.0,,,12.29,1.56,-1.73,35.5,1.0,q1_q17_dr25_tce,3995.0,53.0,-59.0,4.694,0.026,-0.014,0.555,0.019,-0.025,295.11502,45.96648,14.651,9412445,,FALSE POSITIVE,FALSE POSITIVE
K03971.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00069844036,0,7866914,,,0,1,1,1,365.994154,0.005071,-0.005071,217.68143,0.00991,-0.00991,0.8353,0.065,-0.58,13.071,0.361,-0.361,698.5,33.3,-33.3,2.87,1.12,-0.28,263.0,,,1.14,1.28,-0.32,23.8,1.0,q1_q16_tce,6074.0,150.0,-176.0,4.466,0.055,-0.281,0.965,0.377,-0.096,279.85272,43.664459,14.05,7866914,,FALSE POSITIVE,FALSE POSITIVE
K03972.01,FALSE POSITIVE,FALSE POSITIVE,NOT_EXOPLANET,0.00027729108,0,6057684,,0.0,0,1,1,0,0.54028956,1.029e-06,-1.029e-06,131.85133,0.00161,-0.00161,1.181,0.18,-0.093,3.619,0.138,-0.138,293.5,6.6,-6.6,21.45,7.19,-1.92,2279.0,,,6356.72,6311.03,-1791.64,58.4,1.0,q1_q17_dr25_tce,5997.0,169.0,-211.0,4.483,0.056,-0.224,0.993,0.333,-0.089,296.0878,41.316841,14.568,6057684,,FALSE POSITIVE,FALSE POSITIVE
